"ID";"Geslacht";"Arbeidsmarktpositie";"Peilmoment";"Studiekenmerken";"Persoonskenmerken";"Perioden";"HboTotaal_1";"HboVoltijd_2";"HboDeeltijd_3";"HboTotaal_4";"HboVoltijd_5";"HboDeeltijd_6";"HboTotaal_7";"HboTotaalVoltijd_8";"HboTotaalDeeltijd_9";"HboBachelorTotaal_10";"HboBachelorVoltijd_11";"HboBachelorDeeltijd_12";"HboMasterTotaal_13";"HboMasterVoltijd_14";"HboMasterDeeltijd_15";"HboAssociateDegreeTotaal_16";"HboAssociateDegreeVoltijd_17";"HboAssociateDegreeDeeltijd_18"
"1359";"3";"00";"01";"13";"00";"2013SJ00";"9740";"7770";"1980";"2650";"1850";"810";"7090";"5920";"1170";"6560";"5740";"820";"490";"160";"330";"40";"20";"20"
"1367";"3";"00";"01";"13";"01";"2013SJ00";"100";"100";"0";"100";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1375";"3";"00";"01";"13";"02";"2013SJ00";"3920";"3870";"50";"900";"870";"30";"3030";"3000";"30";"3000";"2980";"20";"20";"10";;;;
"1383";"3";"00";"01";"13";"03";"2013SJ00";"3370";"3000";"370";"720";"590";"140";"2650";"2420";"230";"2490";"2340";"150";"150";"70";"80";"10";;
"1391";"3";"00";"01";"13";"04";"2013SJ00";"770";"480";"290";"290";"180";"120";"480";"310";"170";"400";"280";"130";"70";"30";"40";;;
"1399";"3";"00";"01";"13";"05";"2013SJ00";"770";"190";"580";"330";"80";"250";"440";"120";"330";"320";"90";"230";"120";"30";"90";;;
"1407";"3";"00";"01";"13";"06";"2013SJ00";"810";"120";"690";"320";"40";"280";"490";"80";"410";"350";"60";"290";"140";"20";"110";;;
"1415";"3";"00";"01";"13";"07";"2013SJ00";"8540";"6840";"1700";"2190";"1520";"670";"6350";"5310";"1040";"5890";"5160";"730";"430";"140";"290";"30";"20";"20"
"1423";"3";"00";"01";"13";"08";"2013SJ00";"510";"410";"110";"230";"160";"70";"290";"240";"40";"270";"240";"30";;;;;;
"1431";"3";"00";"01";"13";"09";"2013SJ00";"690";"530";"170";"240";"160";"80";"450";"360";"90";"410";"350";"60";"50";"20";"30";;"0";
"1439";"3";"00";"01";"13";"10";"2013SJ00";"9720";"7740";"1970";"2640";"1840";"810";"7070";"5910";"1170";"6550";"5730";"820";"490";"160";"330";"40";"20";"20"
"1447";"3";"00";"01";"13";"11";"2013SJ00";"20";"20";;;;"0";"20";"10";;"10";"10";;;"0";;"0";"0";"0"
"1455";"3";"00";"01";"13";"12";"2013SJ00";;;"0";;;"0";;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"1463";"3";"00";"01";"14";"00";"2013SJ00";"8780";"5250";"3530";"4310";"2620";"1690";"4470";"2630";"1840";"3490";"2250";"1240";"870";"350";"520";"120";"40";"80"
"1471";"3";"00";"01";"14";"01";"2013SJ00";"90";"90";"0";"80";"80";"0";;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"1479";"3";"00";"01";"14";"02";"2013SJ00";"1350";"1320";"30";"930";"910";"30";"420";"420";;"410";"410";;;;"0";;;"0"
"1487";"3";"00";"01";"14";"03";"2013SJ00";"2170";"1990";"170";"1010";"880";"120";"1160";"1110";"50";"1030";"990";"40";"110";"110";;"20";;"10"
"1495";"3";"00";"01";"14";"04";"2013SJ00";"1030";"770";"260";"470";"330";"140";"560";"440";"120";"470";"370";"100";"80";"70";"10";"10";;
"1503";"3";"00";"01";"14";"05";"2013SJ00";"1630";"670";"960";"760";"280";"470";"880";"390";"490";"690";"300";"400";"150";"80";"70";"30";"10";"20"
"1511";"3";"00";"01";"14";"06";"2013SJ00";"2520";"410";"2110";"1070";"140";"930";"1460";"270";"1190";"880";"170";"710";"520";"80";"440";"60";"20";"40"
"1519";"3";"00";"01";"14";"07";"2013SJ00";"4040";"1570";"2470";"1880";"810";"1070";"2160";"760";"1400";"1530";"640";"890";"530";"90";"440";"100";"30";"70"
"1527";"3";"00";"01";"14";"08";"2013SJ00";"2420";"1860";"550";"1430";"1070";"360";"980";"790";"190";"880";"730";"150";"90";"60";"30";"20";;
"1535";"3";"00";"01";"14";"09";"2013SJ00";"2330";"1820";"510";"1000";"740";"250";"1330";"1080";"260";"1080";"880";"200";"250";"200";"50";;"0";
"1543";"3";"00";"01";"14";"10";"2013SJ00";"6130";"2870";"3260";"3210";"1660";"1550";"2920";"1210";"1710";"2210";"1070";"1140";"600";"110";"490";"120";"40";"80"
"1551";"3";"00";"01";"14";"11";"2013SJ00";"1510";"1320";"190";"610";"520";"90";"900";"790";"100";"720";"650";"80";"170";"150";"30";;"0";
"1559";"3";"00";"01";"14";"12";"2013SJ00";"1150";"1070";"80";"490";"440";"50";"650";"630";"30";"560";"530";"30";"90";"90";;;;"0"
"1567";"3";"00";"01";"15";"00";"2013SJ00";"23170";"19800";"3370";;;;"23170";"19800";"3370";"21840";"19070";"2770";"630";"320";"320";"700";"420";"280"
"1575";"3";"00";"01";"15";"01";"2013SJ00";"10";"10";"0";;;;"10";"10";"0";;;"0";"0";"0";"0";;;"0"
"1583";"3";"00";"01";"15";"02";"2013SJ00";"12460";"12310";"150";;;;"12460";"12310";"150";"12230";"12110";"120";;;"0";"220";"190";"30"
"1591";"3";"00";"01";"15";"03";"2013SJ00";"6800";"6210";"590";;;;"6800";"6210";"590";"6510";"6000";"510";"110";"100";"10";"180";"110";"60"
"1599";"3";"00";"01";"15";"04";"2013SJ00";"980";"580";"390";;;;"980";"580";"390";"850";"490";"360";"60";"50";;"60";"40";"30"
"1607";"3";"00";"01";"15";"05";"2013SJ00";"1160";"340";"820";;;;"1160";"340";"820";"980";"250";"740";"70";"60";"10";"110";"40";"70"
"1615";"3";"00";"01";"15";"06";"2013SJ00";"1780";"350";"1430";;;;"1780";"350";"1430";"1260";"210";"1050";"390";"100";"290";"130";"40";"90"
"1623";"3";"00";"01";"15";"07";"2013SJ00";"19520";"16580";"2940";;;;"19520";"16570";"2940";"18510";"16090";"2420";"420";"130";"290";"600";"360";"240"
"1631";"3";"00";"01";"15";"08";"2013SJ00";"1760";"1600";"160";;;;"1760";"1600";"160";"1640";"1520";"120";"40";"40";;"70";"50";"30"
"1639";"3";"00";"01";"15";"09";"2013SJ00";"1900";"1620";"270";;;;"1890";"1620";"270";"1690";"1460";"230";"170";"150";"20";"30";"10";"20"
"1647";"3";"00";"01";"15";"10";"2013SJ00";"22060";"18760";"3300";;;;"22060";"18760";"3300";"20910";"18200";"2710";"450";"150";"310";"690";"420";"280"
"1655";"3";"00";"01";"15";"11";"2013SJ00";"660";"610";"60";;;;"660";"610";"60";"540";"500";"50";"120";"110";;;;
"1663";"3";"00";"01";"15";"12";"2013SJ00";"450";"430";"20";;;;"450";"430";"20";"390";"370";"20";"60";"60";;;;"0"
"1671";"3";"00";"01";"16";"00";"2013SJ00";"26000";"22180";"3820";;;;"25990";"22180";"3820";"24040";"21480";"2560";"1800";"610";"1190";"160";"90";"70"
"1679";"3";"00";"01";"16";"01";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1687";"3";"00";"01";"16";"02";"2013SJ00";"8040";"7950";"80";;;;"8040";"7950";"80";"7860";"7810";"50";"160";"130";"30";"20";"10";
"1695";"3";"00";"01";"16";"03";"2013SJ00";"12970";"12040";"930";;;;"12960";"12030";"930";"12370";"11770";"600";"530";"210";"310";"70";"50";"20"
"1703";"3";"00";"01";"16";"04";"2013SJ00";"2170";"1470";"700";;;;"2170";"1470";"700";"1810";"1370";"450";"330";"90";"240";"30";"20";"10"
"1711";"3";"00";"01";"16";"05";"2013SJ00";"1520";"510";"1020";;;;"1520";"510";"1020";"1110";"390";"720";"390";"110";"270";"30";;"20"
"1719";"3";"00";"01";"16";"06";"2013SJ00";"1300";"210";"1090";;;;"1300";"210";"1090";"880";"140";"740";"400";"70";"340";"20";;"10"
"1727";"3";"00";"01";"16";"07";"2013SJ00";"20930";"17690";"3240";;;;"20930";"17690";"3240";"19240";"17130";"2110";"1570";"490";"1080";"120";"60";"60"
"1735";"3";"00";"01";"16";"08";"2013SJ00";"3160";"2870";"290";;;;"3160";"2870";"290";"3060";"2820";"240";"80";"40";"40";"20";"20";
"1743";"3";"00";"01";"16";"09";"2013SJ00";"1910";"1620";"290";;;;"1910";"1620";"290";"1740";"1530";"210";"160";"80";"80";"10";"10";
"1751";"3";"00";"01";"16";"10";"2013SJ00";"25370";"21620";"3750";;;;"25360";"21610";"3750";"23490";"20980";"2510";"1710";"540";"1180";"160";"90";"70"
"1759";"3";"00";"01";"16";"11";"2013SJ00";"310";"270";"50";;;;"310";"270";"50";"260";"230";"30";"50";"40";"10";"0";"0";"0"
"1767";"3";"00";"01";"16";"12";"2013SJ00";"320";"300";"20";;;;"320";"300";"20";"290";"270";"20";"30";"30";;;;"0"
"1775";"3";"00";"01";"17";"00";"2013SJ00";"4660";"2670";"1990";;;;"4660";"2670";"1990";"3760";"2550";"1210";"860";"100";"760";"40";"20";"20"
"1783";"3";"00";"01";"17";"01";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1791";"3";"00";"01";"17";"02";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1799";"3";"00";"01";"17";"03";"2013SJ00";"1470";"1260";"210";;;;"1470";"1260";"210";"1390";"1240";"150";"80";"20";"60";;;
"1807";"3";"00";"01";"17";"04";"2013SJ00";"1300";"910";"390";;;;"1300";"910";"390";"1130";"890";"250";"150";"20";"140";"20";;
"1815";"3";"00";"01";"17";"05";"2013SJ00";"1160";"390";"770";;;;"1160";"390";"770";"820";"350";"470";"330";"30";"300";;;
"1823";"3";"00";"01";"17";"06";"2013SJ00";"730";"110";"620";;;;"730";"110";"620";"420";"70";"350";"300";"40";"260";;;
"1831";"3";"00";"01";"17";"07";"2013SJ00";"3650";"1970";"1680";;;;"3650";"1970";"1680";"2870";"1860";"1010";"750";"90";"660";"30";"20";"10"
"1839";"3";"00";"01";"17";"08";"2013SJ00";"610";"460";"160";;;;"610";"460";"160";"560";"450";"110";"50";;"40";;;
"1847";"3";"00";"01";"17";"09";"2013SJ00";"400";"240";"160";;;;"400";"240";"160";"330";"240";"100";"70";;"60";;"0";
"1855";"3";"00";"01";"17";"10";"2013SJ00";"4610";"2640";"1970";;;;"4610";"2640";"1970";"3720";"2520";"1200";"850";"100";"750";"40";"20";"20"
"1863";"3";"00";"01";"17";"11";"2013SJ00";"30";"10";"20";;;;"30";"10";"20";"20";"10";;;;;"0";"0";"0"
"1871";"3";"00";"01";"17";"12";"2013SJ00";"20";"20";;;;;"20";"20";;"20";"20";;"0";"0";"0";"0";"0";"0"
"1879";"3";"00";"01";"18";"00";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1887";"3";"00";"01";"18";"01";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1895";"3";"00";"01";"18";"02";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1903";"3";"00";"01";"18";"03";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1911";"3";"00";"01";"18";"04";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1919";"3";"00";"01";"18";"05";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1927";"3";"00";"01";"18";"06";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1935";"3";"00";"01";"18";"07";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1943";"3";"00";"01";"18";"08";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1951";"3";"00";"01";"18";"09";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1959";"3";"00";"01";"18";"10";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1967";"3";"00";"01";"18";"11";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1975";"3";"00";"01";"18";"12";"2013SJ00";"0";"0";"0";;;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1983";"3";"00";"02";"00";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"1991";"3";"00";"02";"00";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"1999";"3";"00";"02";"00";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"2007";"3";"00";"02";"00";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"2015";"3";"00";"02";"00";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"2023";"3";"00";"02";"00";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"2031";"3";"00";"02";"00";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"2039";"3";"00";"02";"00";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"2047";"3";"00";"02";"00";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"2055";"3";"00";"02";"00";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"2063";"3";"00";"02";"00";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"2071";"3";"00";"02";"00";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"2079";"3";"00";"02";"00";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"2087";"3";"00";"02";"01";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"2095";"3";"00";"02";"01";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"2103";"3";"00";"02";"01";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"2111";"3";"00";"02";"01";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"2119";"3";"00";"02";"01";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"2127";"3";"00";"02";"01";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"2135";"3";"00";"02";"01";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"2143";"3";"00";"02";"01";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"2151";"3";"00";"02";"01";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"2159";"3";"00";"02";"01";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"2167";"3";"00";"02";"01";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"2175";"3";"00";"02";"01";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"2183";"3";"00";"02";"01";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"2191";"3";"00";"02";"02";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"2199";"3";"00";"02";"02";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"2207";"3";"00";"02";"02";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"2215";"3";"00";"02";"02";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"2223";"3";"00";"02";"02";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"2231";"3";"00";"02";"02";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"2239";"3";"00";"02";"02";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"2247";"3";"00";"02";"02";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"2255";"3";"00";"02";"02";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"2263";"3";"00";"02";"02";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"2271";"3";"00";"02";"02";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"2279";"3";"00";"02";"02";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"2287";"3";"00";"02";"02";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"2295";"3";"00";"02";"03";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"2303";"3";"00";"02";"03";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"2311";"3";"00";"02";"03";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"2319";"3";"00";"02";"03";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"2327";"3";"00";"02";"03";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"2335";"3";"00";"02";"03";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"2343";"3";"00";"02";"03";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"2351";"3";"00";"02";"03";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"2359";"3";"00";"02";"03";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"2367";"3";"00";"02";"03";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"2375";"3";"00";"02";"03";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"2383";"3";"00";"02";"03";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"2391";"3";"00";"02";"03";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"2399";"3";"00";"02";"04";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"2407";"3";"00";"02";"04";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"2415";"3";"00";"02";"04";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"2423";"3";"00";"02";"04";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"2431";"3";"00";"02";"04";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"2439";"3";"00";"02";"04";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"2447";"3";"00";"02";"04";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"2455";"3";"00";"02";"04";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"2463";"3";"00";"02";"04";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"2471";"3";"00";"02";"04";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"2479";"3";"00";"02";"04";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"2487";"3";"00";"02";"04";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"2495";"3";"00";"02";"04";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"2503";"3";"00";"02";"05";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"2511";"3";"00";"02";"05";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"2519";"3";"00";"02";"05";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"2527";"3";"00";"02";"05";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"2535";"3";"00";"02";"05";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"2543";"3";"00";"02";"05";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"2551";"3";"00";"02";"05";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"2559";"3";"00";"02";"05";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"2567";"3";"00";"02";"05";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"2575";"3";"00";"02";"05";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"2583";"3";"00";"02";"05";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"2591";"3";"00";"02";"05";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"2599";"3";"00";"02";"05";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"2607";"3";"00";"02";"06";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"2615";"3";"00";"02";"06";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"2623";"3";"00";"02";"06";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"2631";"3";"00";"02";"06";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"2639";"3";"00";"02";"06";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"2647";"3";"00";"02";"06";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"2655";"3";"00";"02";"06";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"2663";"3";"00";"02";"06";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"2671";"3";"00";"02";"06";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"2679";"3";"00";"02";"06";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"2687";"3";"00";"02";"06";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"2695";"3";"00";"02";"06";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"2703";"3";"00";"02";"06";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"2711";"3";"00";"02";"07";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"2719";"3";"00";"02";"07";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"2727";"3";"00";"02";"07";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"2735";"3";"00";"02";"07";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"2743";"3";"00";"02";"07";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"2751";"3";"00";"02";"07";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"2759";"3";"00";"02";"07";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"2767";"3";"00";"02";"07";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"2775";"3";"00";"02";"07";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"2783";"3";"00";"02";"07";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"2791";"3";"00";"02";"07";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"2799";"3";"00";"02";"07";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"2807";"3";"00";"02";"07";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"2815";"3";"00";"02";"08";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"2823";"3";"00";"02";"08";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"2831";"3";"00";"02";"08";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"2839";"3";"00";"02";"08";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"2847";"3";"00";"02";"08";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"2855";"3";"00";"02";"08";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"2863";"3";"00";"02";"08";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"2871";"3";"00";"02";"08";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"2879";"3";"00";"02";"08";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"2887";"3";"00";"02";"08";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"2895";"3";"00";"02";"08";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"2903";"3";"00";"02";"08";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"2911";"3";"00";"02";"08";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"2919";"3";"00";"02";"09";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"2927";"3";"00";"02";"09";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"2935";"3";"00";"02";"09";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"2943";"3";"00";"02";"09";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"2951";"3";"00";"02";"09";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"2959";"3";"00";"02";"09";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"2967";"3";"00";"02";"09";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"2975";"3";"00";"02";"09";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"2983";"3";"00";"02";"09";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"2991";"3";"00";"02";"09";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"2999";"3";"00";"02";"09";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"3007";"3";"00";"02";"09";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"3015";"3";"00";"02";"09";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"3023";"3";"00";"02";"10";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"3031";"3";"00";"02";"10";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"3039";"3";"00";"02";"10";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"3047";"3";"00";"02";"10";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"3055";"3";"00";"02";"10";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"3063";"3";"00";"02";"10";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"3071";"3";"00";"02";"10";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"3079";"3";"00";"02";"10";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"3087";"3";"00";"02";"10";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"3095";"3";"00";"02";"10";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"3103";"3";"00";"02";"10";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"3111";"3";"00";"02";"10";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"3119";"3";"00";"02";"10";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"3127";"3";"00";"02";"11";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"3135";"3";"00";"02";"11";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"3143";"3";"00";"02";"11";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"3151";"3";"00";"02";"11";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"3159";"3";"00";"02";"11";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"3167";"3";"00";"02";"11";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"3175";"3";"00";"02";"11";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"3183";"3";"00";"02";"11";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"3191";"3";"00";"02";"11";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"3199";"3";"00";"02";"11";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"3207";"3";"00";"02";"11";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"3215";"3";"00";"02";"11";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"3223";"3";"00";"02";"11";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"3231";"3";"00";"02";"12";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"3239";"3";"00";"02";"12";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"3247";"3";"00";"02";"12";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"3255";"3";"00";"02";"12";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"3263";"3";"00";"02";"12";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"3271";"3";"00";"02";"12";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"3279";"3";"00";"02";"12";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"3287";"3";"00";"02";"12";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"3295";"3";"00";"02";"12";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"3303";"3";"00";"02";"12";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"3311";"3";"00";"02";"12";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"3319";"3";"00";"02";"12";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
